Word1,Word2,Word1_Freq,Word2_Freq,Bigram_Freq
strict,household,20,46,1
laugh,ferdishenko,1027,95,1
good,success,1595,64,1
part,occur,524,93,1
alarmed,silence,29,305,1
plead,exemption,12,1,1
continue,nastasia,234,417,1
whole,game,889,88,2
nastasia,smile,417,734,1
graceful,action,7,157,1
day,recall,1711,121,1
honest,fellow,106,375,1
small,town,185,549,1
eighty,year,15,871,1
precious,dull,86,37,1
lady,refuse,681,197,1
course,arouse,1125,34,1
fever,heat,101,43,1
house,beside,888,231,2
begin,curse,1745,105,1
stop,swear,411,138,1
sound,break,175,397,1
smile,face,734,1410,1
solitary,fly,31,248,1
god,call,803,660,1
woman,pass,1047,521,1
much,food,1227,34,1
last,journey,1586,64,1
young,ensign,776,9,1
terrible,row,241,50,1
soup,tureen,43,4,1
grievous,sin,3,134,1
general,laugh,935,1027,1
connect,somehow,35,142,1
white,hand,173,1662,1
magnificent,diamond,34,27,1
diamond,ring,27,107,2
thoughtless,action,2,157,1
platon,ordintzeff,7,1,1
elect,marshal,19,22,1
winter,holiday,34,14,1
anfisa,alexeyevna,5,25,2
ball,arrange,85,110,1
beautiful,work,100,382,1
dame,aux,9,2,1
everyone,inquire,177,139,1
everybody,want,85,1315,1
grand,lot,48,159,1
country,town,109,549,1
poor,peter,422,11,2
peter,volhofskoi,11,1,1
countess,sotski,15,1,1
sophia,bespalova,2,1,1
anfisa,wish,5,368,1
husband,platon,198,7,1
drive,desperate,263,56,1
rival,snap,38,49,1
red,bouquet,159,7,1
little,hope,1465,240,1
gigantic,stride,5,26,1
meet,peter,508,11,1
look,radiant,2970,15,1
town,fifteen,549,142,1
fifteen,mile,142,41,1
implore,till,26,389,1
ekshaisky,inn,1,10,1
merchant,trepalaf,82,1,1
whole,greenhouse,889,1,1
fellow,sigh,375,70,1
village,hospital,69,44,1
la,vraie,42,1,1
avoid,peter,111,11,1
reproach,shower,97,19,1
happy,man,208,2546,1
totski,end,110,622,1
unmistakable,way,34,1198,1
time,totski,2625,110,1
totski,finish,110,185,1
present,watch,405,300,1
dull,game,37,88,1
totski,grow,110,343,1
present,start,405,214,2
gania,sit,378,1134,1
sit,root,1134,36,1
prince,try,1984,630,2
great,weight,1202,21,1
cry,totski,1704,110,1
room,fidget,1129,13,1
apparent,astonishment,48,67,1
stammer,totski,25,110,1
life,hang,1043,156,1
man,endow,2546,7,1
real,truthfulness,215,5,1
thank,nastasia,158,417,1
plain,duty,48,150,1
free,agent,142,15,2
word,burst,1439,159,1
furious,ring,43,107,1
great,knock,1202,137,1
mutter,ptitsin,297,93,1
whole,collection,889,13,1
guest,exchange,136,58,1
german,beauty,111,124,1
acquaintance,invite,135,123,1
valuable,picture,21,115,1
old,professor,1356,32,1
mad,turn,199,1279,1
nastasia,puzzle,417,21,1
silent,spectator,291,23,1
social,rank,56,71,1
official,importance,113,70,1
flatter,attention,30,145,1
chivalric,generosity,1,25,1
furniture,smash,34,15,1
announce,ferdishenko,103,95,1
mean,mad,1062,199,1
medical,sense,24,168,1
whisper,afanasy,324,34,1
ivanovitch,slyly,82,11,1
new,recruit,511,7,1
ancient,scandal,38,88,1
laughable,story,4,386,1
drinking,orgy,35,9,1
desire,seem,235,1349,1
seem,base,1349,75,1
rival,seem,38,1349,1
nature,taciturn,225,10,1
english,style,35,70,1
firm,believer,53,13,1
western,institution,3,33,1
lip,curl,260,18,1
formal,denial,16,5,1
russian,object,346,267,1
enormous,fist,18,82,1
national,attribute,27,25,1
convince,anybody,151,29,1
chaotic,day,6,1711,1
strange,day,548,1711,1
wild,condition,93,163,1
resemble,drunkenness,8,18,1
terrific,expense,3,57,1
rogojin,walk,394,563,1
irresistible,zaleshoff,27,10,1
party,lead,145,267,1
hostile,intention,18,94,1
nurse,contempt,45,125,1
choice,furniture,40,34,1
great,statue,1202,8,1
impudent,curiosity,29,157,1
walk,side,563,427,1
moment,carry,1301,332,1
moment,lebedeff,1301,375,2
various,cheer,49,29,1
reassure,article,27,113,1
civil,code,26,4,1
dirty,foot,68,308,1
lace,skirt,13,18,1
silent,lady,291,681,1
paper,packet,240,31,2
drooped,arm,1,291,1
new,silk,511,37,1
handkerchief,round,75,493,2
enormous,diamond,18,27,1
dirty,forefinger,68,5,1
lebedeff,stand,375,1039,2
band,wait,21,639,1
feel,braver,533,1,1
apparent,confusion,48,91,1
little,curiosity,1465,157,1
beside,nastasia,231,417,1
dirty,parcel,68,14,1
afternoon,rogojin,37,394,1
rogojin,yell,394,40,1
future,family,181,388,1
brother,gania,548,378,2
inaccessible,virtue,2,41,1
proud,virtue,139,41,1
tremble,accent,247,10,1
laugh,nastasia,1027,417,1
reproach,gania,97,378,1
honest,family,106,388,1
accept,pearl,179,18,1
good,salary,1595,27,1
murder,anyone,412,277,2
real,grief,215,78,1
happy,occasion,208,170,1
monsieur,aux,26,2,1
honest,husband,106,198,1
abominable,business,12,320,1
mean,mischief,1062,31,1
accept,rogojin,179,394,1
candid,fellow,26,375,1
regard,nastasia,116,417,2
timid,tone,48,196,1
lebedeff,laugh,375,1027,1
general,grunt,935,6,1
quiver,tone,69,196,1
large,inheritance,201,27,1
prince,pull,1984,250,1
ptitsin,spoke,93,21,1
eminent,man,10,2546,1
clever,solicitor,145,1,1
prince,hold,1984,550,1
present,concentrate,405,20,1
general,curiosity,935,157,1
new,fillip,511,1,1
rogojin,fix,394,159,2
good,business,1595,320,1
slight,trouble,152,212,1
ptitsin,explain,93,378,1
sad,event,47,185,1
set,salaskin,420,8,1
start,straight,214,290,1
conclude,ptitsin,105,93,1
salaskin,write,8,602,1
unquestionable,right,2,927,1
cry,lebedeff,1704,375,16
consciousness,creep,85,33,1
moment,nastasia,1301,417,1
unexpected,climax,101,10,1
rogojin,stood,394,52,1
incredulous,smile,7,734,1
approach,muishkin,156,129,1
coat,sleeve,154,18,1
philipovna,overheard,251,7,1
prince,win,1984,639,1
new,wife,511,408,1
paper,parcel,240,14,3
rogojin,understood,394,75,1
painful,expression,72,318,1
prince,wish,1984,368,1
drunken,moujik,90,4,1
laughter,become,148,598,2
become,louder,598,14,1
deep,emotion,122,65,1
great,honour,1202,216,3
look,funny,2970,51,1
honour,lie,216,568,1
literal,truth,5,328,1
suffer,brain,221,127,1
guilty,woman,97,1047,1
familiar,face,56,1410,2
ptitsin,bow,93,218,1
totski,mutter,110,297,1
observe,gania,415,378,2
private,arrangement,52,41,1
begin,nastasia,1745,417,1
reply,lebedeff,313,375,7
dear,nastasia,480,417,1
philipovna,burst,251,159,1
good,child,1595,758,3
marry,aglaya,368,480,3
fellow,ferdishenko,375,95,1
gania,thrown,378,7,1
rogojin,cut,394,174,1
good,dash,1595,42,1
console,gania,21,378,1
round,nastasia,493,417,1
rogojin,company,394,150,1
stand,hat,1039,217,1
abominable,stuff,12,33,1
bitter,dose,70,2,1
large,tear,201,449,1
katia,cry,14,1704,1
low,woman,182,1047,1
foolish,fellow,87,375,1
innocent,woman,102,1047,2
sledge,draw,13,258,1
horse,abreast,133,2,1
philipovna,seize,251,202,1
fire,catch,253,309,1
bare,hand,43,1662,1
much,admire,1227,33,1
whole,packet,889,31,2
hand,win,1662,639,1
flame,burst,25,159,1
everyone,gasp,177,53,1
whisper,ptitsin,324,93,1
smoulder,packet,4,31,2
general,appeal,935,52,1
everyone,lament,177,9,1
german,disappear,111,69,1
lament,lebedeff,9,375,2
whole,grey,889,40,1
poor,lame,422,46,1
lame,wife,46,408,1
thirteen,child,22,758,1
man,wept,2546,24,1
whole,happiness,889,129,1
happiness,smoulder,129,4,1
unexpected,trial,101,84,1
gaze,fix,289,159,1
white,glove,173,24,1
smoulder,piece,4,159,1
little,tongue,1465,100,1
gather,courage,58,22,1
rogojin,drag,394,80,1
rapturous,gaze,1,289,1
stand,drink,1039,329,1
seventh,heaven,5,201,2
prince,watch,1984,300,2
throng,nearer,15,40,1
shriek,ferdishenko,63,95,1
gania,hurl,378,3,1
hurl,ferdishenko,3,95,1
sharp,round,49,493,3
lebedeff,lament,375,9,1
outer,cover,14,153,1
little,thousand,1465,614,1
little,harm,1465,62,1
rogojin,gang,394,6,1
nastasia,kiss,417,308,2
prince,hurry,1984,192,1
front,gate,97,120,1
merry,accompaniment,44,3,1
general,caught,935,18,1
prince,glance,1984,252,5
fine,grey,120,40,1
horse,drag,133,80,1
worthy,home,57,469,1
similar,nature,20,225,1
necessary,satisfaction,138,80,1
strange,character,548,219,1
remarkable,comparison,76,24,1
dear,ptitsin,480,93,1
anyone,forget,277,458,1
character,combine,219,11,1
uncut,diamond,2,27,1
ivanovitch,heave,82,14,1
unexpected,fortune,101,92,1
little,news,1465,135,1
certain,rumour,460,60,1
epanchin,family,204,388,10
family,nothing,388,1567,1
epanchin,household,204,46,5
avoid,remark,111,218,1
something,strain,1444,35,1
family,wear,388,214,1
proud,damsel,139,3,2
considerable,impression,57,178,1
town,become,549,598,1
gigantic,fortune,5,92,1
french,ballet,83,4,1
ballet,dancer,4,4,2
rumour,circulate,60,9,1
enormous,fortune,18,92,1
great,ballet,1202,4,1
burn,seventy,110,18,1
pure,bravado,75,5,1
rogojin,troop,394,13,1
dreadful,orgy,98,9,1
ekaterinhof,garden,4,154,1
orgy,nastasia,9,417,1
rogojin,band,394,21,1
illness,preclude,114,2,1
ardalionovna,marry,23,368,1
marry,ptitsin,368,93,2
ultimate,cause,7,243,2
require,help,42,383,1
longer,mention,89,176,1
house,become,888,598,1
gania,enter,378,276,1
short,conversation,273,294,1
cordial,friendship,14,61,1
frequent,visitor,19,232,3
seek,intimacy,114,12,1
dislike,varvara,70,474,1
much,annoy,1227,64,1
sudden,intimacy,239,12,1
varvara,continue,474,234,1
epanchin,receive,204,349,1
friend,princess,606,54,1
letter,put,544,1071,1
former,become,104,598,2
become,affectionate,598,8,1
good,news,1595,135,1
last,resolve,1586,60,1
good,house,1595,888,1
mother,conceal,762,123,1
large,piece,201,159,1
undoubted,heir,7,8,1
fortune,turn,92,1279,1
fortune,prove,92,161,1
creditor,turn,7,1279,1
meant,satisfy,49,87,1
satisfy,everybody,87,85,1
epanchin,confirm,204,50,1
general,observe,935,415,1
agreeable,state,42,248,1
day,fix,1711,159,1
prokofievna,receive,177,349,2
receive,confirmatory,349,1,1
confirmatory,news,1,135,1
bear,fruit,205,15,1
regret,totski,72,110,1
french,marquise,83,5,1
certain,prince,460,1984,1
active,person,28,382,1
public,notice,161,475,1
civil,department,26,20,1
matter,connect,609,35,1
local,government,36,77,2
scientific,society,17,245,1
excellent,family,73,388,1
solid,mean,15,1062,1
second,girl,304,465,1
remain,daughter,302,243,1
evgenie,pavlovitch,227,461,158
sooner,set,61,420,1
past,reputation,187,46,1
hint,drop,103,255,2
different,opinion,259,251,1
second,appearance,304,183,1
poor,prince,422,1984,9
old,life,1356,1043,1
certain,iou,460,9,1
unkind,action,2,157,1
poor,ardalion,422,16,1
unbounded,trust,13,101,1
future,trouble,181,212,1
event,show,185,660,1
bitter,tone,70,196,1
favourite,story,17,386,1
resuscitate,soldier,2,53,1
poor,nina,422,93,3
weep,bitter,138,70,1
feeble,health,24,64,1
relation,saw,169,589,1
frequent,absence,19,42,1
rouble,offer,543,181,1
ivolgin,family,49,388,1
family,discover,388,81,1
family,grow,388,343,1
true,description,475,21,1
prokofievna,quarrel,177,135,1
burn,subject,110,227,1
epanchin,send,204,591,1
note,beg,456,317,1
proud,maiden,139,9,1
hand,aglaya,1662,480,1
aglaya,break,480,397,1
large,book,201,232,1
chosen,correspondent,9,3,1
exaggerated,show,20,660,1
permanent,address,9,262,1
seem,absurd,1349,109,1
borrow,gania,45,378,1
green,tie,70,79,2
deeply,mortify,51,11,1
fashionable,summer,24,70,1
summer,resort,70,10,1
epanchin,determine,204,74,1
impression,remain,178,302,1
bad,hotel,376,87,1
anyone,incline,277,18,1
wooden,villa,50,15,1
clean,appearance,67,183,1
muishkin,enter,129,276,1
sleeve,turn,18,1279,1
visitor,ask,232,1621,1
bronze,clock,8,193,1
glass,shade,159,24,1
chandelier,adorn,3,7,1
lustre,hang,1,156,1
bronze,chain,8,32,1
extreme,heat,100,43,1
audience,consist,74,47,1
sofa,lay,258,414,1
lukian,timofeyovitch,10,8,8
cook,turn,43,1279,1
lebedeff,start,375,214,1
prince,stand,1984,1039,2
ingratiate,smile,7,734,1
lebedeff,stamp,375,43,2
prince,regard,1984,116,3
show,respect,660,257,1
muishkin,look,129,2970,3
guest,join,136,64,1
small,glass,185,159,1
usual,thing,108,1295,1
sweet,face,73,1410,1
talk,business,1065,320,1
read,passage,561,114,1
holy,scripture,119,8,1
scripture,aloud,8,149,1
lebedeff,return,375,331,2
poor,orphan,422,36,3
wake,lubotchka,148,2,1
daughter,luboff,243,2,2
big,daughter,111,243,1
daughter,vera,243,51,3
zemarin,family,2,388,2
foresee,inconvenient,48,3,1
inconvenient,question,3,897,1
shout,lebedeff,407,375,2
sister,anisia,314,2,2
practice,speechify,24,2,1
last,client,1586,24,1
jew,name,39,335,1
name,zeidler,335,1,1
jew,promise,39,182,1
interrupt,lebedeff,182,375,2
great,contrast,1202,17,1
honourable,toil,63,12,1
last,mouthful,1586,2,1
learn,legislator,199,2,1
fifth,time,17,2625,1
man,calmly,2546,50,1
observe,lebedeff,415,375,2
new,post,511,63,1
time,appoint,2625,16,2
want,interest,1315,272,1
reply,muishkin,313,129,2
flagrant,impropriety,4,3,1
moral,satisfaction,92,80,1
lover,hidden,34,33,1
lie,prostrate,568,7,1
sinner,figure,32,123,1
drunken,petition,90,13,1
ear,pray,114,148,1
countess,du,15,29,1
du,barry,29,5,5
march,hare,37,11,3
steal,wood,119,48,1
comtesse,du,5,29,4
jeering,tone,6,196,1
empress,write,7,602,1
papal,legate,1,1,1
holy,person,119,382,1
samson,seize,2,202,1
heart,bleed,897,14,1
little,worm,1465,13,2
divine,mercy,40,83,1
many,sinner,532,32,1
room,begin,1129,1745,1
call,timofey,660,12,1
timofey,lukianovitch,12,1,1
need,lie,499,568,1
acknowledge,lebedeff,21,375,1
murmur,lebedeff,91,375,2
lebedeff,seize,375,202,1
summer,dress,70,285,1
fine,weather,120,13,2
lebedeff,invite,375,123,1
green,seat,70,192,1
colour,fix,40,159,1
seat,face,192,1410,1
passionate,servility,38,2,1
begin,lebedeff,1745,375,2
mournful,air,24,292,1
lebedeff,sat,375,38,1
last,rouse,1586,64,1
letter,bring,544,817,1
discover,everything,81,811,1
terrible,beast,241,60,1
nicolai,ardalionovitch,23,67,8
marriage,disgust,163,65,1
much,mistake,1227,159,1
hear,aright,1132,5,1
restless,imagination,15,40,1
serious,subject,153,227,3
epoch,represent,8,25,1
third,horse,156,133,1
rider,hold,3,550,1
desire,freedom,235,94,1
healthy,life,16,1043,1
good,gift,1595,38,1
rider,death,3,260,1
ask,muishkin,1621,129,3
interpret,revelation,10,13,1
easter,eve,11,24,1
excellency,nil,84,2,1
nil,alexeyovitch,2,1,1
peter,zakkaritch,11,2,2
private,room,52,1129,2
prophecy,relate,15,27,1
allegorical,vision,2,24,1
numerical,computation,1,1,1
reward,list,30,18,1
soul,return,341,331,1
zakkaritch,recall,2,121,1
need,change,499,330,1
ivan,ptitsin,797,93,1
pleasant,place,56,704,1
hill,surround,5,48,1
good,music,1595,27,1
chance,visitor,126,232,1
tell,lebedeff,2482,375,4
summer,month,70,356,1
present,inhabitant,405,16,1
wheedle,tone,1,196,1
muishkin,stop,129,411,1
oh,stop,1118,411,1
clerk,stand,136,1039,1
gorohovaya,cross,5,272,1
gorohovaya,begin,5,1745,1
slight,claim,152,43,1
architectural,beauty,2,124,1
little,change,1465,330,2
original,form,59,195,1
architectural,style,2,70,1
merchant,class,82,105,1
outer,stair,14,129,2
stone,staircase,160,55,1
brother,occupy,548,53,1
muishkin,lead,129,267,1
miraculous,event,15,185,1
lip,twist,260,43,1
bewilder,smile,34,734,1
deathlike,pallor,5,11,1
slight,convulsion,152,21,1
much,disturbed,1227,16,1
recollection,flash,47,142,1
last,rogojin,1586,394,3
rogojin,smile,394,734,2
certain,strangeness,460,8,1
manner,impress,155,56,1
quiet,surprise,144,347,1
eye,glare,1211,16,1
affectionate,smile,8,734,1
rogojin,burst,394,159,2
unconcealed,malice,5,27,1
hear,thing,1132,1295,1
joint,property,4,75,1
rogojin,life,394,1043,1
prince,mean,1984,1062,1
obscure,remark,23,218,1
desk,cover,5,153,1
red,morocco,159,1,1
serve,rogojin,126,394,1
table,beside,520,231,2
worn,gild,12,1,1
german,cut,111,174,1
face,yellow,1410,61,1
disagreeable,remark,20,218,1
old,religion,1356,26,1
similar,occasion,20,170,1
lebedeff,write,375,602,1
persuade,nastasia,125,417,1
body,need,99,499,1
different,town,259,549,1
last,saw,1586,589,3
malice,seem,27,1349,1
plain,truth,48,328,1
rogojin,gaze,394,289,1
terrible,expression,241,318,1
slight,pause,152,109,3
peculiar,glance,99,252,1
steal,past,119,187,1
gate,till,120,389,1
think,something,2317,1444,3
angry,laugh,348,1027,1
eye,ablaze,1211,5,1
parfen,semeonovitch,62,5,4
dinner,today,124,80,1
resentful,woman,14,1047,1
learn,nothing,199,1567,2
certain,emperor,460,18,1
palace,till,19,389,1
emperor,spend,18,216,1
time,vow,2625,23,1
vow,vengeance,23,15,1
sleep,breath,222,111,1
look,melancholy,2970,46,2
faithful,wife,21,408,1
day,straight,1711,290,1
bit,longer,158,89,1
secret,thought,292,549,2
mouth,curve,93,7,1
hungry,longing,36,24,1
love,pass,1234,521,1
great,misery,1202,45,1
prince,shudder,1984,79,4
present,love,405,1234,1
extraordinary,thing,177,1295,2
news,yesterday,135,385,1
altar,rail,11,11,1
large,hole,201,36,1
unhappy,passion,142,94,1
strong,passion,176,94,1
usual,manner,108,155,1
anything,annoy,796,64,1
rogojin,listen,394,702,2
excite,word,111,1439,1
knife,await,65,80,1
much,consideration,1227,44,1
rogojin,snatch,394,80,1
plain,look,48,2970,1
look,knife,2970,65,1
bone,handle,20,11,1
rogojin,catch,394,309,1
deep,preoccupation,122,8,1
garden,knife,154,65,2
cut,page,174,33,1
new,knife,511,65,1
stop,underneath,411,6,1
father,pick,1140,115,1
man,offer,2546,181,1
good,copy,1595,33,1
strange,frame,548,25,1
conversation,commence,294,14,1
cry,muishkin,1704,129,5
half,joking,387,11,1
rogojin,laugh,394,1027,3
curious,conversation,89,294,1
small,provincial,185,29,1
provincial,hotel,29,87,1
dreadful,murder,98,412,1
friend,possess,606,69,1
friend,turn,606,1279,1
rogojin,roar,394,56,1
sombre,mood,7,42,1
beat,anything,201,796,1
absolute,unbeliever,66,6,1
little,quieter,1465,3,1
soldier,stagger,53,22,1
large,tin,201,6,1
byzantine,pattern,1,12,1
foolish,gentleman,87,637,1
time,everything,2625,811,1
fantastic,memory,60,89,1
wait,awhile,639,5,1
baby,smile,83,734,1
child,turn,758,1279,1
religious,think,29,2317,1
chief,idea,140,798,1
russian,world,346,429,2
cry,parfen,1704,62,1
new,fancy,511,331,1
prince,reflect,1984,117,4
particular,cross,98,272,1
exchange,cross,58,272,5
tin,cross,6,272,1
sad,surprise,47,347,1
door,opposite,750,88,2
several,dark,212,208,1
white,cover,173,153,1
parfen,enter,62,276,1
small,apartment,185,19,1
mahogany,partition,8,24,1
partition,divide,24,30,1
room,sit,1129,1134,1
second,childhood,304,69,1
black,woollen,139,5,1
black,handkerchief,139,75,1
saw,rogojin,589,394,1
real,brother,215,548,1
strange,fellow,548,375,2
gentle,reproach,55,97,1
small,hotel,185,87,2
magnificent,day,34,1711,1
prince,wander,1984,50,1
new,rush,511,282,1
light,chase,346,9,1
something,stop,1444,411,1
strange,occupation,548,8,1
odd,moment,22,1301,1
uneasy,search,112,87,1
curious,phenomenon,89,11,1
unknown,something,67,1444,1
curious,condition,89,163,1
condition,today,163,80,1
bygone,year,4,871,1
window,mark,340,46,1
shop,exist,64,150,1
intolerable,impatience,18,88,1
article,mark,113,46,1
idea,amuse,798,85,2
hysterical,laugh,64,1027,2
dreadful,eye,98,1211,3
mental,exertion,32,8,1
exertion,overmaster,8,5,1
body,seem,99,1349,1
become,fill,598,104,2
anxiety,seem,95,1349,1
extreme,consciousness,100,85,1
sudden,rupture,239,11,1
high,kind,285,278,1
abnormal,tension,12,3,1
deep,sensation,122,98,1
unbounded,joy,13,130,1
ecstatic,devotion,17,22,1
complete,life,152,1043,1
feeble,expression,24,318,1
abnormal,moment,12,1301,1
high,synthesis,285,1,1
unreal,dream,5,348,1
conscious,moment,92,1301,1
moment,precede,1301,19,1
dialectical,part,1,524,1
little,worth,1465,173,1
ecstatic,moment,17,1301,1
mental,darkness,32,73,1
doubtless,contain,28,50,1
sensation,trouble,98,212,1
intense,beatitude,79,1,1
crowd,moment,230,1301,1
moment,worth,1301,173,1
epileptic,mahomet,23,7,1
meet,rogojin,508,394,5
mind,dwelt,851,2,1
contemplative,mood,2,42,1
exterior,object,4,267,1
melancholy,thought,46,549,1
violent,desire,89,235,1
ask,someone,1621,187,1
petersburg,side,323,427,4
longer,think,89,2317,1
epileptic,condition,23,163,1
condition,become,163,598,1
musical,refrain,7,35,1
curious,association,89,3,1
many,story,532,386,1
unexpected,discovery,101,15,1
mystery,lie,76,568,1
ugliness,fill,4,104,1
innocent,look,102,2970,1
lebedeff,adore,375,22,1
short,visit,273,290,4
enigma,today,7,80,1
chaotic,affair,6,175,1
special,pattern,167,12,2
rogojin,wish,394,368,1
face,redden,1410,6,1
pavlofsk,station,68,77,1
last,supreme,1586,6,1
supreme,renunciation,6,2,1
despair,overmaster,172,5,1
old,direction,1356,73,1
sole,purpose,16,224,2
put,straight,1071,290,1
passionate,renouncement,38,1,1
soul,bear,341,205,1
rogojin,read,394,561,1
sympathy,begin,62,1745,1
wait,day,639,1711,1
inspire,nothing,15,1567,1
face,inspire,1410,15,1
inspire,passion,15,94,1
overwhelm,grief,53,78,1
memory,sweep,89,17,1
rogojin,attribute,394,25,1
insane,jealousy,37,42,1
large,heart,201,897,1
chief,law,140,141,1
gloomy,parfen,102,62,1
passionate,soul,38,341,1
die,faith,426,169,1
strange,picture,548,115,1
madame,filisoff,247,2,2
pierce,eye,17,1211,1
request,seem,84,1349,1
impress,madame,56,247,1
knee,shake,139,194,3
brow,clammy,25,1,1
shake,beneath,194,15,1
soul,oppress,341,19,1
cold,gloom,167,10,1
sneer,laugh,16,1027,1
strong,impulse,176,56,1
staghorn,handle,1,11,1
sit,dream,1134,348,1
terrible,discovery,241,15,1
morning,rogojin,497,394,2
fifty,yard,102,93,2
prince,approach,1984,156,3
awful,suspicion,131,133,1
dreadful,presentiment,98,43,1
miserable,coward,57,36,1
prince,flush,1984,129,3
foolish,presentiment,87,43,1
great,flush,1202,129,1
many,knife,532,65,1
humiliate,recollection,52,47,1
prince,distinguish,1984,63,1
irresistible,conviction,27,132,1
man,move,2546,337,1
prince,pass,1984,521,1
heart,froze,897,2,2
second,corridor,304,29,1
petersburg,house,323,888,1
massive,stone,5,160,1
stone,column,160,7,1
necessary,turn,138,1279,1
felt,convince,657,151,2
figure,stand,123,1039,1
man,conceal,2546,123,1
prince,catch,1984,309,1
insanity,distort,23,27,1
something,glitter,1444,26,1
wonderful,inner,39,30,1
inner,light,30,346,1
light,illuminate,346,3,1
dreadful,wail,98,48,1
black,darkness,139,73,1
darkness,blot,73,4,1
convulsion,seize,21,202,1
cry,break,1704,397,1
everything,human,811,100,1
human,seem,100,1349,1
dreadful,cry,98,1704,1
mysterious,terror,76,141,1
overtake,rogojin,32,394,1
victim,disappear,46,69,1
disappear,head,69,804,1
head,strike,804,344,1
rogojin,rush,394,282,1
body,slip,99,94,1
grave,fear,78,204,2
proper,measure,45,71,2
fortunate,circumstance,8,195,1
prince,await,1984,80,1
sit,sip,1134,15,1
doctor,state,263,248,1
much,cordiality,1227,8,1
lemon,tree,3,55,1
green,tub,70,6,1
wide,terrace,81,20,1
delightful,aspect,27,25,1
tub,contain,6,50,1
future,tenant,181,6,1
country,villa,109,15,1
villa,please,15,294,1
mental,exhaustion,32,13,1
pleasant,impression,56,178,2
inseparable,companion,2,55,1
please,lebedeff,294,375,1
tenant,need,6,499,1
muishkin,protest,129,86,1
mysterious,way,76,1198,1
muishkin,jump,129,205,1
patient,want,59,1315,1
deprecatory,gesture,1,59,1
free,access,142,6,1
deep,esteem,122,48,1
excellent,prince,73,1984,5
ear,whenever,114,35,1
contrite,air,1,292,1
respective,relation,3,169,1
last,june,1586,5,1
fifteen,hour,142,508,2
thousandth,anniversary,3,4,2
russian,empire,346,5,2
remarkable,man,76,2546,1
mysterious,grimace,76,12,1
high,pitch,285,34,2
prince,frown,1984,118,2
lebedeff,hurry,375,192,2
slight,reason,152,479,3
lebedeff,think,375,2317,1
epanchin,lady,204,681,2
considerable,bewilderment,57,22,1
general,bring,935,817,1
girl,assure,465,226,1
dreadful,hurry,98,192,1
epanchin,quarrel,204,135,1
aglaya,remark,480,218,2
epanchin,misunderstand,204,18,1
majestic,wrath,8,43,1
prokofievna,worry,177,169,1
medical,celebrity,24,4,1
daughter,dissuade,243,6,1
impression,experience,178,62,1
prince,surround,1984,48,1
laughable,disgust,4,65,1
annoy,lizabetha,64,185,2
amicable,relation,1,169,1
ivolgin,hasten,49,100,1
exchange,confidence,58,51,1
ecstatic,whisper,17,324,1
spiteful,boy,64,461,1
boy,delight,461,163,1
ask,madame,1621,247,2
little,feeler,1465,1,1
moment,vera,1301,51,2
lebedeff,drag,375,80,2
drag,vera,80,51,1
pathetic,voice,9,588,1
wife,die,408,426,2
lebedeff,bow,375,218,1
extreme,respect,100,257,1
last,fifteen,1586,142,1
think,read,2317,561,1
paper,name,240,335,1
great,charlatan,1202,2,1
amusement,peculiar,23,99,1
student,hold,114,550,1
epanchin,flush,204,129,1
cardboard,helmet,3,3,1
wooden,sword,50,22,1
carry,aglaya,332,480,1
aglaya,recall,480,121,1
fall,dignity,272,121,1
conscience,reproach,115,97,1
fifty,time,102,2625,1
prokofievna,reply,177,313,1
stand,fire,1039,253,2
much,change,1227,330,2
fact,seem,885,1349,2
afford,aglaya,12,480,1
interrupt,somebody,182,54,1
poor,knight,422,34,21
show,temper,660,64,1
much,childish,1227,38,1
apparent,wrath,48,43,1
avoid,smile,111,734,1
unutterable,indignation,5,97,1
time,everyone,2625,177,1
twist,round,43,493,2
ivanovna,declare,635,226,1
ivanovna,ask,635,1621,1
whole,subject,889,227,1
eternal,mask,49,13,1
accepted,title,5,18,1
solemn,secret,23,292,1
russian,poem,346,63,1
begin,prince,1745,1984,2
principal,business,20,320,1
continue,prince,234,1984,2
none,suit,104,46,1
new,silliness,511,5,1
profound,respect,47,257,2
careful,observer,57,5,1
satisfaction,date,80,35,1
profoundest,respect,2,257,1
reply,aglaya,313,480,1
pure,beauty,75,124,2
knight,wear,34,214,1
wear,round,214,493,1
break,lance,397,2,1
poet,desire,44,235,1
medieval,chivalry,2,5,1
platonic,love,1,1234,1
spirit,reach,146,258,1
end,aglaya,622,480,1
hat,poetry,217,23,1
little,speech,1465,113,1
new,frolic,511,1,1
aglaya,commence,480,14,1
entrance,cause,70,243,1
slight,commotion,152,9,1
fellow,accompany,375,74,1
affected,manner,12,155,1
uncomfortable,position,16,283,1
hand,rest,1662,310,1
pavlovitch,radomski,461,3,1
hear,mention,1132,176,1
ballad,proceed,6,54,1
much,taste,1227,59,1
exaggerated,solemnity,20,11,1
slight,tremor,152,16,1
rapture,pass,31,521,1
wondrous,fair,1,65,1
sweet,moment,73,1301,1
grace,blind,26,52,1
sweet,vision,73,24,1
sancta,rosa,1,1,1
thunder,ring,20,107,1
cower,infidel,2,12,1
distant,castle,40,10,1
home,return,469,331,1
pure,nature,75,225,2
ballad,aglaya,6,480,1
particular,accentuation,98,1,1
uncomfortable,impression,16,178,1
epanchin,saw,204,589,1
insinuation,embody,14,4,1
embody,therein,4,5,1
